doc_id	idno	sysdate	creaDate	lastDate		Nr. der Digitalisate	Dokumenttyp	Datierung (JJJJ-MM-TT)	Keine Jahres- o. Datumsangabe	Datierung (Zeitraum)	alternative Datierung	Titel	Verfasser/Aussteller	Verfasser/Aussteller (Transkript)	Beschreibung	Vollständigkeit des Archivals	Erläuterung Unvollständigkeit	Umfang in Seiten	Personen	Orte	Schlagwort	Bearbeitungsstatus	Bestand	zuletzt bearbeitet am	FuD-DBID				Digitalisat 1	Nr. des Digitalisats 1	Digitalisat 2	Nr. des Digitalisats 2	Digitalisat 3	Nr. des Digitalisats 3	Digitalisat 4	Nr. des Digitalisats 4	Digitalisat 5	Nr. des Digitalisats 5	Digitalisat 6	Nr. des Digitalisats 6	Digitalisat 7	Nr. des Digitalisats 7	Digitalisat 8	Nr. des Digitalisats 8	Digitalisat 9	Nr. des Digitalisats 9	Digitalisat 10	Nr. des Digitalisats 10	Digitalisat 11	Nr. des Digitalisats 11	Digitalisat 12	Nr. des Digitalisats 12	Digitalisat 13	Nr. des Digitalisats 13	Digitalisat 14	Nr. des Digitalisats 14	Digitalisat 15	Nr. des Digitalisats 15	Digitalisat 16	Nr. des Digitalisats 16	Digitalisat 17	Nr. des Digitalisats 17	Digitalisat 18	Nr. des Digitalisats 18	Digitalisat 19	Nr. des Digitalisats 19	Digitalisat 20	Nr. des Digitalisats 20		Digitalisate (tif)	xmltxt	
8436	CdS-b2-0045	2022-04-08	2014-05-21 16:57:35	2021-08-26 10:44:48		CdS/02_1/028	Notiz	1835-00-00				Lettres de 1789 à 1804 (pendant le 1er mariage) 	Salm, Constance de (CdS)		Notiz der CdS bezüglich der Tatsache, dass ihr keine Briefe aus den Jahren 1789 bis 1793 und bis zum Jahr 1803 nur solche vorliegen, die sich auf einzelne ihrer Werke beziehen. Ihre eigentliche Korrespondenz setzt erst mit der zweiten Heirat und dem Weggang aus Paris 1804 ein. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8436				CdS02_Konv002-01_0028.jpg	CdS/02_1/028																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0028.tifCdS02_Konv002-01_0028.tif(7524)")"
8447	CdS-b2-0046	2022-04-08	2014-05-25 20:52:14	2021-08-26 10:44:48		CdS/02_1/037	Gedicht	1795-00-00				A l'auteur d'un ouvrage sur l'abolition de la peine de mort 	Salm, Constance de (CdS)		Gedicht, gewidmet dem Autor eines Plädoyers zur Abschaffung der Todesstrafe. 						Todesstrafe	70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8447				CdS02_Konv002-01_0037.jpg	CdS/02_1/037																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0037.tifCdS02_Konv002-01_0037.tif(7542)")"
8449	CdS-b2-0047	2022-04-08	2014-05-25 21:11:05	2021-06-15 11:34:00		CdS/02_1/038	Bericht	1795-09-03				Rapport fait par Sedaine au Lycée des Arts pour l’admission de Madame Constance Pipelet 	Sedaine, Michel Jean		Plädoyer Sedaines für die Aufnahme der CdS ins Lycée des Arts aufgrund ihrer literarischen Verdienste, vor allem ihres Librettos zur Oper „Sapho“. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8449				CdS02_Konv002-01_0038.jpg	CdS/02_1/038																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0038.tifCdS02_Konv002-01_0038.tif(7544)")"
8455	CdS-b2-0048	2022-04-08	2014-06-02 09:01:20	2021-08-26 10:44:48		CdS/01/004-005	Gedicht	1785-08-11				Les deux villageois. Fabel.	Salm, Constance de (CdS)		Copie du journal général de France du 11 août 1785\Maître Colin un jour de fête,Se brouilla pour un rien avec son voisine Jean:La dispute fut longue, on parla vivement;Ou des traits de sot, de fripon , d'impudent,Et Colin s'en alla jurant bien dans sa têteDe se venger de linsolent.\							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-08-26 10:44:48	8455				CdS02_Konv001_0004.jpg	CdS/01/004	CdS02_Konv001_0005.jpg	CdS/01/005																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_00044.tifCdS02_Konv001_00044.tif(7553)CdS02_Konv001_0005.tifCdS02_Konv001_0005.tif(7554)")"
8456	CdS-b2-0049	2022-04-08	2014-06-02 09:12:40	2021-08-26 10:44:48		CdS/01/005-006	Gedicht	1785-09-01				Rondeau	Salm, Constance de (CdS)		Copie du journal général de France du 1er Septembre 1785Rondeau\Sûre de plaire, une jeune coquetteVive, légère, étourdie, indiscrète,Va dans un cercle et nombreux et brillantJoindre à l'éclat d'un aimable enjouementCelui moins vif d'une riche toilette.\							60 - 2. Korrektur -- Korrektur Briefanfänge -- Überprüfung Digitalisate	Schloss Dyck	2021-08-26 10:44:48	8456				CdS02_Konv001_0005.jpg	CdS/01/005	CdS02_Konv001_0006.jpg	CdS/01/006																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0005.tifCdS02_Konv001_0005.tif(7555)CdS02_Konv001_0006.tifCdS02_Konv001_0006.tif(7556)")"
8457	CdS-b2-004a	2022-04-08	2014-06-02 09:24:44	2021-08-26 10:44:48		CdS/01/006	Gedicht	1785-10-18				Sonnet	Salm, Constance de (CdS)		Copie du Journal général de France du 18 octobre 1785Sonnet\Enfin j'ai désarmé, j'ai fléchi l'inhumaine;Indiscrets Aquilons, vous pourriez me trahir; Abandonnez ces bois, voltigez dans la plaine:Sous les lois de l'amour ici tout doit fléchir.\							60 - 2. Korrektur -- Korrektur Briefanfänge -- Überprüfung Digitalisate	Schloss Dyck	2021-08-26 10:44:48	8457				CdS02_Konv001_0006.jpg	CdS/01/006																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0006.tifCdS02_Konv001_0006.tif(7557)")"
8458	CdS-b2-004b	2022-04-08	2014-06-02 09:55:43	2021-06-15 11:34:00		CdS/01/007-012	Zeitung	1794-12-00				Copie de bulletin de littérature, des sciences et des arts	Bulletin de littérature, des sciences et des arts		Theaterkritik und Zusammenfassung von \Sapho\ (mit Textauszüge) nach der Premiere am 12 Dezember 1794 im Théâtre des Amis de la Patrie.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8458				CdS02_Konv001_0007.jpg	CdS/01/007	CdS02_Konv001_0008.jpg	CdS/01/008	CdS02_Konv001_0009.jpg	CdS/01/009	CdS02_Konv001_0010.jpg	CdS/01/010	CdS02_Konv001_0011.jpg	CdS/01/011	CdS02_Konv001_0012.jpg	CdS/01/012																															<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0007.tifCdS02_Konv001_0007.tif(7558)CdS02_Konv001_0008.tifCdS02_Konv001_0008.tif(7559)CdS02_Konv001_0009.tifCdS02_Konv001_0009.tif(7560)CdS02_Konv001_0010.tifCdS02_Konv001_0010.tif(7561)CdS02_Konv001_0011.tifCdS02_Konv001_0011.tif(7562)CdS02_Konv001_0012.tifCdS02_Konv001_0012.tif(7563)")"
8459	CdS-b2-004c	2022-04-08	2014-06-02 10:06:28	2021-06-15 11:34:00		CdS/01/012-014	Zeitung	1794-12-21				Extrait de la Gazette Nationale ou Moniteur Universel			Theaterkritik von Sapho							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8459				CdS02_Konv001_0012.jpg	CdS/01/012	CdS02_Konv001_0013.jpg	CdS/01/013	CdS02_Konv001_0014.jpg	CdS/01/014																																					<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0012.tifCdS02_Konv001_0012.tif(7564)CdS02_Konv001_0013.tifCdS02_Konv001_0013.tif(7565)CdS02_Konv001_00144.tifCdS02_Konv001_00144.tif(7566)")"
8460	CdS-b2-004d	2022-04-08	2014-06-02 10:33:51	2021-06-15 11:34:00		CdS/01/015-016	Zeitung	1796-06-21				Copie du Journal des lois, section spectacle			Theaterkritik einer Wiederaufführung von Sapho im Théâtre du Louvois							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8460				CdS02_Konv001_0015.jpg	CdS/01/015	CdS02_Konv001_0016.jpg	CdS/01/016																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0015.tifCdS02_Konv001_0015.tif(7567)CdS02_Konv001_0016.tifCdS02_Konv001_0016.tif(7568)")"
8462	CdS-b2-004e	2022-04-08	2014-06-02 11:13:15	2021-06-15 11:34:00		CdS/01/019	Zeitung	1797-02-03				Copie du Courrier de Paris du 3 février 1794			Literaturkritik von \Sapho\ und des Theaterstückes \Conseils aux femmes\.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8462				CdS02_Konv001_0019.jpg	CdS/01/019																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0019.tifCdS02_Konv001_0019.tif(7572)")"
8463	CdS-b2-004f	2022-04-08	2014-06-02 11:25:21	2021-06-15 11:34:00		CdS/01/019-020	Zeitung	1797-02-12				Copie de Le Déjeuner sur l'Epître aux Femmes			Kritik der \Epître aux femmes\ nach der erstmaligen Autorenlesung am 10. Februar 1797 im Lycée des Etrangers.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8463				CdS02_Konv001_0019.jpg	CdS/01/019	CdS02_Konv001_0020.jpg	CdS/01/020																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0019.tifCdS02_Konv001_0019.tif(7573)CdS02_Konv001_0020.tifCdS02_Konv001_0020.tif(7574)")"
8464	CdS-b2-004g	2022-04-08	2014-06-02 11:39:25	2021-06-15 11:34:00		CdS/01/020-021	Zeitung	1791-02-16				Copie du Journal Le Miroir			Literaturkritik der \Epître aux femmes\							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8464				CdS02_Konv001_0020.jpg	CdS/01/020	CdS02_Konv001_0021.jpg	CdS/01/021																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0020.tifCdS02_Konv001_0020.tif(7575)CdS02_Konv001_0021.tifCdS02_Konv001_0021.tif(7576)")"
8465	CdS-b2-004h	2022-04-08	2014-06-02 11:46:16	2021-06-15 11:34:00		CdS/01/021	Zeitung	1797-02-17				Copie du journal Nouvelles Politiques, nationales et étrangères.			Literaturkritik der Epître aux Femmes							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8465				CdS02_Konv001_0021.jpg	CdS/001/021																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0021.tifCdS02_Konv001_0021.tif(7577)")"
8466	CdS-b2-004i	2022-04-08	2014-06-02 11:50:00	2021-06-15 11:34:00		CdS/01/021-022	Zeitung	1797-02-17				Copie du Journal des Lois du 29 Pluviose an V			LIteraturkritik der \Epître aux Femmes\.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8466				CdS02_Konv001_0021.jpg	CdS/01/021	CdS02_Konv001_0022.jpg	CdS/01/022																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0021.tifCdS02_Konv001_0021.tif(7578)CdS02_Konv001_0022.tifCdS02_Konv001_0022.tif(7579)")"
8467	CdS-b2-004j	2022-04-08	2014-06-02 11:53:41	2021-06-15 11:34:00		CdS/01/022	Zeitung	1797-02-18				Copie du journal The Courier	The Courier		Bericht über die AUtorenlesung der \Epîtres aux femmes\ im Lycée de Paris.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8467				CdS02_Konv001_0022.jpg	CdS/01/022																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0022.tifCdS02_Konv001_0022.tif(7580)")"
8468	CdS-b2-004k	2022-04-08	2014-06-02 12:15:22	2021-06-15 11:34:00		CdS/01/022-028	Zeitung	1797-03-20				Copie du Mercure Français du 30 Ventose an V	Mercure Français		Literaturkritik der Epître aux Femmes, mit Textexzerpten und Verweise auf Molière/ Rousseau							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8468				CdS02_Konv001_0022.jpg	CdS/01/022	CdS02_Konv001_0023.jpg	CdS/01/023	CdS02_Konv001_0024.jpg	CdS/01/024	CdS02_Konv001_0025.jpg	CdS/01/025	CdS02_Konv001_0026.jpg	CdS/01/026	CdS02_Konv001_0027.jpg	CdS/01/027	CdS02_Konv001_0028.jpg	CdS/01/028																													<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0022.tifCdS02_Konv001_0022.tif(7581)CdS02_Konv001_0023.tifCdS02_Konv001_0023.tif(7582)CdS02_Konv001_00244.tifCdS02_Konv001_00244.tif(7583)CdS02_Konv001_0025.tifCdS02_Konv001_0025.tif(7584)CdS02_Konv001_0026.tifCdS02_Konv001_0026.tif(7585)CdS02_Konv001_0027.tifCdS02_Konv001_0027.tif(7586)CdS02_Konv001_0028.tifCdS02_Konv001_0028.tif(7587)")"
8469	CdS-b2-004l	2022-04-08	2014-06-03 08:48:42	2021-06-15 11:34:00		CdS/01/029-030	Zeitung	1797-05-02				Copie d'un article du Journal des Lois du 13 Floréal An V	Nanteuil, C. de		Le Rêve: Leserbrief vom Citoyen C. de Nanteuil, als Antwort an die Redakteuren der Zeitung Le Déjeûner und insbesondere an einen Herrn Leb.(run?).							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8469					CdS/01-029	CdS02_Konv001_0030.jpg	CdS/01/030																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0030.tifCdS02_Konv001_0030.tif(7588)")"
8470	CdS-b2-004m	2022-04-08	2014-06-03 09:02:08	2021-06-15 11:34:00		CdS/01/031	Zeitung	1797-06-13				Copie de l'article du Déjeûner du 25 Prairial an V			Prosa-Antwort an Lebrun (wahrscheinlich Ponce-Denis Ecouchard-Lebrun auch \Pindare\ genannt), der CdS und Sapho heftig kritisierte.				Lebrun Pindare, eigentl. Ponce-Denis Écouchard-Lebrun			20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8470				CdS02_Konv001_0031.jpg	CdS/01/031																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0031.tifCdS02_Konv001_0031.tif(7589)")"
8471	CdS-b2-004n	2022-04-08	2014-06-03 09:18:46	2021-06-15 11:34:00		CdS/01/031-32	Zeitung	1798-01-07				Copie de l'article du Rédacteur du 25 Nivose an VI	Lefèvre, Monsieur (Journalist des \Rédacteur\)		Auszug aus dem Kulturteil (Variétés). Der Autor verteidigt CdS und ihre Epître aux Femmes.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8471				CdS02_Konv001_0031.jpg	CdS/01/031	CdS02_Konv001_0032.jpg	CdS/01/032																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0031.tifCdS02_Konv001_0031.tif(7590)CdS02_Konv001_0032.tifCdS02_Konv001_0032.tif(7591)")"
8473	CdS-b2-004o	2022-04-08	2014-06-03 09:43:10	2021-06-15 11:34:00		CdS/01/033	Zeitung	1798-02-15				Copie du Journal du Soir du 27 Pluviôse an VI			Bericht über die Autorenlesung im Lycée Républicain (Vers sur les Dissentions des gens de lettres.)							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8473				CdS02_Konv001_0033.jpg	CdS/01/033																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0033.tifCdS02_Konv001_0033.tif(7593)")"
8474	CdS-b2-004p	2022-04-08	2014-06-03 09:55:32	2021-06-15 11:34:00		CdS/01/033-035	Zeitung	1798-02-17				Copie du journal La clef du Cabinet des Souverains du Nonidi 29 Pluviôse an VI			Bericht und Litteraturkritik der \Vers sur les Dissentions des gens de lettres\ nach der Autorenlesung im Lycée Républicain.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8474				CdS02_Konv001_0033.jpg	CdS/01/033	CdS02_Konv001_0034.jpg	CdS/01/034	CdS02_Konv001_0035.jpg	CdS/01/035																																					<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0033.tifCdS02_Konv001_0033.tif(7594)CdS02_Konv001_00344.tifCdS02_Konv001_00344.tif(7595)CdS02_Konv001_0035.tifCdS02_Konv001_0035.tif(7596)")"
8475	CdS-b2-004q	2022-04-08	2014-06-03 10:04:14	2021-06-15 11:34:00		CdS/01/035	Zeitung	1798-02-19				Copie du journal Le Fanal du 1er Ventôse an VI			Prosa über CdS nach der Autorenlesung der \Vers sur les dissentions des gens de lettres\.							20 - Verschlagwortung abgeschlossen (auch rückwirkend)	Schloss Dyck	2021-06-15 11:34:00	8475				CdS02_Konv001_0035.jpg	CdS/01/035																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv001_0035.tifCdS02_Konv001_0035.tif(7597)")"
8483	CdS-b2-004r	2022-04-08	2014-06-04 09:43:09	2021-06-15 11:34:00		CdS/40/006	Notiz					Résultat de la vente publique de 120 chênes à Dyck	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)		Notiz über den Verkauf von Eichen in Dyck: Beschreibung der Zahl, Durchmesser und Länge der Bäume sowie des Verkaufspreises.							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8483				CdS02_Konv040_0006.jpg	CdS/40/006																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv0440_0006.tifCdS02_Konv440_0006.tif(7611)")"
8513	CdS-b2-004s	2022-04-08	2014-06-11 11:04:44	2021-06-15 11:34:00		CdS/02_1/059-060	Bericht	1798-03-07				Rapport fait au Lycée des Arts, le 17 ventôse an 6, sept mars 1798 sur une pièce de vers de Madame Constance Pipelet, depuis Princesse de Salm. 		Lycée des Arts 	Inhaltlicher Überblick über eine Lesung im Lycée des Arts von CdS’ „Vers sur les dissentions des gens de lettres“. Abschließendes Zitat. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8513				CdS02_Konv002-01_0059.jpg	CdS/02_1/059	CdS02_Konv002-01_0060.jpg	CdS/02_1/060																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0059.tifCdS02_Konv002-01_0059.tif(7664)CdS02_Konv002-01_0060.tifCdS02_Konv002-01_0060.tif(7665)")"
8564	CdS-b2-004t	2022-04-08	2014-07-01 21:58:01	2021-06-15 11:34:00		CdS/02_1/082-083	Gedicht	1798-12-00				Élégie	Salis, Sophie de, verh. baronne de Triqueti 		Abschrift eines Gedichts der Sophie de Salis mit Kommentaren der CdS. Der zugehörige Brief der CdS findet sich unter CdS/02_1/083-084. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8564				CdS02_Konv002-01_0082.jpg	CdS/02_1/082	CdS02_Konv002-01_0083.jpg	CdS/02_1/083																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0082.tifCdS02_Konv002-01_0082.tif(7784)CdS02_Konv002-01_0083.tifCdS02_Konv002-01_0083.tif(7785)")"
8568	CdS-b2-004u	2022-04-08	2014-07-01 22:32:30	2021-06-15 11:34:00		CdS/02_1/084-087	Gedicht	1799-00-00				Essai sur la vie de campagne, à Madame Constance Pipelet	Salis, Sophie de, verh. baronne de Triqueti 		Idealisierte Beschreibung einer ländlichen Szenerie. Bewunderung des Talents der CdS. Anmerkung der CdS: Diese Verse lagen einem Brief der S. bei. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8568				CdS02_Konv002-01_0084.jpg	CdS/02_1/084	CdS02_Konv002-01_0085.jpg	CdS/02_1/085	CdS02_Konv002-01_0086.jpg	CdS/02_1/086	CdS02_Konv002-01_0087.jpg	CdS/02_1/087																																			<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_00844.tifCdS02_Konv002-01_00844.tif(7790)CdS02_Konv002-01_0085.tifCdS02_Konv002-01_0085.tif(7791)CdS02_Konv002-01_0086.tifCdS02_Konv002-01_0086.tif(7792)CdS02_Konv002-01_0087.tifCdS02_Konv002-01_0087.tif(7793)")"
8575	CdS-b2-004v	2022-04-08	2014-07-06 21:43:57	2021-06-15 11:34:00		CdS/02_1/092	Gedicht	1799-00-00				Stances à maman 	Salis, Sophie de, verh. baronne de Triqueti 		Gedicht der S über die Liebe zu ihrer Mutter, korrigiert nach den Anmerkungen der CdS in deren Brief vom 1799-09-06 (siehe CdS/02_1/091-092). 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8575				CdS02_Konv002-01_0092.jpg	CdS/02_1/092																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0092.tifCdS02_Konv002-01_0092.tif(7805)")"
8580	CdS-b2-004w	2022-04-08	2014-07-06 22:24:24	2021-08-26 10:44:48		CdS/02_1/095	Zeitung	1800-03-07				Mélanges. Aux Auteurs du Journal de Paris 	Salm, Constance de (CdS)		Offener Brief an die Redaktion des „Journal de Paris“. Anerkennung des Misserfolgs ihres Stücks „Camille“ durch CdS. Unmut der CdS über die Vorverurteilung derjenigen Kritiker, die dem Werk einer weiblichen Autorin bereits vor der Uraufführung keine Chance geben wollten. Ankündigung der CdS, sich nicht zu beugen, sondern weiterhin zu schreiben. 						CdS: Camille ou Amitié et imprudence (1799)	70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8580				CdS02_Konv002-01_0095.jpg	CdS/02_1/095																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0095.tifCdS02_Konv002-01_0095.tif(7811)")"
8627	CdS-b2-004x	2022-04-08	2014-07-10 21:52:10	2021-08-26 10:44:48		CdS/02_1/119-121	Notiz	1802-01-00				Note (Affäre Picard) 	Salm, Constance de (CdS)		Diese Notiz der CdS bezieht sich auf die vorangehenden Briefe an und von Andrieux und Picard (CdS/02_1/116-118). In ihnen geht es um die Sorge der CdS, man werde eine Figur in Picards neuem Stück als Anspielung auf sie verstehen, was ihrem Ruf schaden und ihr Unannehmlichkeiten bereiten könnte. Erläuterung der genauen Abläufe und Umstände dieser Angelegenheit (u.a. vermutete Zusammenarbeit zwischen Picard und Pipelet, ihrem geschiedenen Ehemann; Theaterbesuch der CdS, um sich selbst ein Urteil zu bilden; anschließendes Zur-Rede-Stellen Picards; Eintreten der CdS führt zur Entfernung der Figur aus dem Stück; Darstellung Picards als unmoralischer, unehrenhafter Charakter). 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8627				CdS02_Konv002-01_0119.jpg	CdS/02_1/119	CdS02_Konv002-01_0120.jpg	CdS/02_1/120	CdS02_Konv002-01_0121.jpg	CdS/02_1/121																																					<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0119.tifCdS02_Konv002-01_0119.tif(7904)CdS02_Konv002-01_0120.tifCdS02_Konv002-01_0120.tif(7905)CdS02_Konv002-01_0121.tifCdS02_Konv002-01_0121.tif(7906)")"
8644	CdS-b2-004y	2022-04-08	2014-07-14 10:52:30	2021-06-15 11:34:00		CdS/40/100-101	Zeichnung		1			Skizze eines Hauses			Skizze eines Hauses, vermutlich von Joseph zu Salm-Reifferscheidt-Dyck. Keine Erwähnung der Skizze in einem Brief.						Wohnen/Haushalt	70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8644				CdS02_Konv040_0100.jpg	CdS/40/100	CdS02_Konv040_0101.jpg	CdS/40/101																																							<list><item n="main"></item></list>	(EXTEND::CdS02_Konv0440_0100.tifCdS02_Konv440_0100.tif(7935)CdS02_Konv0440_0101.tifCdS02_Konv440_0101.tif(7936)")"
8676	CdS-b2-004z	2022-04-08	2014-07-17 11:19:28	2021-08-26 10:44:48		CdS/02_1/144	Gedicht	1806-00-00				Vers adressés en faveur de la famille Sédaine à l'Empereur Napoléon	Salm, Constance de (CdS)		An Napoleon gerichtete Bitte um eine Pension für die Familie des verstorbenen Autors Michel Jean Sédaine. Die Verse lagen einem Brief Houdetots von 1806-05-20 bei (CdS/02_1/143; C02/S09/100; C11/S85/120; C02/S09/223-224). Eine Abschrift des Gedichts findet sich unter C02/S09/223-224. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8676				CdS02_Konv002-01_0144.jpg	CdS/02_1/144																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_014444.tifCdS02_Konv002-01_014444.tif(7993)")"
8690	CdS-b2-0050	2022-04-08	2014-07-20 20:19:32	2021-06-15 11:34:00		CdS/02_1/155 	Urkunde	1806-00-00				Diplôme Athénée de la langue française	Valant, Joseph-Honoré		CdS wird zum Ehrenmitglied des Athénée de la langue française ernannt. Eine weitere Abschrift dieses Diploms unter C02/S09/245, das dazugehörige Schreiben siehe unter CdS/02_1/154 beziehungsweise C02/S09/244. 							70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-06-15 11:34:00	8690				CdS02_Konv002-01_0155.jpg	CdS/02_1/155 																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_0155.tifCdS02_Konv002-01_0155.tif(8014)")"
8794	CdS-b2-0051	2022-04-08	2014-08-20 14:20:30	2021-08-26 10:44:48		CdS/02_1/294		1812-00-00				Lettre au Prince Primat 	Salm, Constance de (CdS)		Notiz der CdS zu einem nicht auffindbaren Brief an Dalberg, einer Antwort auf dessen Eintrag in ihr Album unter dem Motto „Prie et travaille“. Zitat der abschließenden Verse. Lob des besonnenen Charakters Dalbergs. Besondere Wertschätzung Dalbergs durch Napoleon Bonaparte.				Napoléon Ier Bonaparte, Kaiser der Franzosen#Dalberg, Karl Theodor Reichsfreiherr von			60 - 2. Korrektur -- Korrektur Briefanfänge -- Überprüfung Digitalisate	Schloss Dyck	2021-08-26 10:44:48	8794				CdS02_Konv002-01_0294.jpg	CdS/02_1/294																																									<list><item n="main"></item></list>	(EXTEND::CdS02_Konv002-01_02944.tifCdS02_Konv002-01_02944.tif(8273)")"
8826	CdS-b2-0052	2022-04-08	2014-08-25 16:33:49	2021-08-26 10:44:48		CdS/63/108-110	Gedicht	1836-01				Stances sur la mort de mon petit-fils bien aimé, le digne, l'excellent Constant de Francq.	Salm, Constance de (CdS)		Stanzen über den Tod von Constant de Francq am 9. März 1835 an den Folgen einer Krankheit der Atemwege.				Francq, Constant de		Tod/Trauer#CdS: Stances sur la mort de Constant (1835)	70 - Korrekturvorgang abgeschlossen (alle 4 Schritte)	Schloss Dyck	2021-08-26 10:44:48	8826				CdS02_Konv063_0108.jpg	CdS/63/108	CdS02_Konv063_0109.jpg	CdS/63/109	CdS02_Konv063_0110.jpg	CdS/63/110																																					<list><item n="main"></item></list>	(EXTEND::CdS02_Konv063_0108.tifCdS02_Konv063_0108.tif(8362)CdS02_Konv063_0109.tifCdS02_Konv063_0109.tif(8363)CdS02_Konv063_0110.tifCdS02_Konv063_0110.tif(8364)")"
